ukgridcode,x,y,nox2011
758850,529500,200500,40.40467
758851,530500,200500,41.34484
758852,531500,200500,40.56866
758853,532500,200500,44.53502
759538,527500,199500,27.95827
759539,528500,199500,26.99297
759540,529500,199500,26.79994
759541,530500,199500,26.14269
759542,531500,199500,26.69325
759543,532500,199500,26.79878
759544,533500,199500,28.11442
759545,534500,199500,42.10334
759546,535500,199500,37.5474
759547,536500,199500,46.9032
759548,537500,199500,47.66395
760227,526500,198500,27.52805
760228,527500,198500,27.87936
760229,528500,198500,25.94922
760230,529500,198500,25.78446
760231,530500,198500,27.35641
760232,531500,198500,27.41108
760233,532500,198500,28.86761
760234,533500,198500,29.71548
760235,534500,198500,34.68709
760236,535500,198500,35.32753
760237,536500,198500,35.99168
760238,537500,198500,36.56681
760915,524500,197500,29.90725
760916,525500,197500,29.24956
760917,526500,197500,28.60956
760918,527500,197500,29.29658
760919,528500,197500,27.18883
760920,529500,197500,27.29011
760921,530500,197500,27.62216
760922,531500,197500,31.26824
760923,532500,197500,33.1909
760924,533500,197500,33.59972
760925,534500,197500,37.36659
760926,535500,197500,37.18261
760927,536500,197500,42.43138
760928,537500,197500,33.48494
761602,521500,196500,35.11595
761603,522500,196500,29.29419
761604,523500,196500,33.10491
761605,524500,196500,35.72428
761606,525500,196500,32.52966
761607,526500,196500,34.52373
761608,527500,196500,32.1602
761609,528500,196500,30.99303
761610,529500,196500,30.77532
761611,530500,196500,31.90455
761612,531500,196500,32.94853
761613,532500,196500,37.08096
761614,533500,196500,36.99206
761615,534500,196500,40.60722
761616,535500,196500,39.7314
761617,536500,196500,42.65583
761618,537500,196500,34.75653
762292,521500,195500,33.12059
762293,522500,195500,30.0856
762294,523500,195500,30.72067
762295,524500,195500,30.92476
762296,525500,195500,34.77848
762297,526500,195500,35.0637
762298,527500,195500,34.14737
762299,528500,195500,36.10814
762300,529500,195500,34.05325
762301,530500,195500,33.13891
762302,531500,195500,33.25514
762303,532500,195500,34.849
762304,533500,195500,36.49801
762305,534500,195500,40.82665
762306,535500,195500,38.66314
762307,536500,195500,39.37388
762308,537500,195500,39.15229
762309,538500,195500,31.65475
762977,516500,194500,35.24168
762980,519500,194500,40.06237
762981,520500,194500,40.49883
762982,521500,194500,32.73224
