ukgridcode,x,y,nox2003
758850,529500,200500,51.5815
758851,530500,200500,50.38042
758852,531500,200500,50.00176
758853,532500,200500,51.21442
759538,527500,199500,55.49211
759539,528500,199500,53.56385
759540,529500,199500,52.93813
759541,530500,199500,52.3958
759542,531500,199500,52.51233
759543,532500,199500,53.90713
759544,533500,199500,57.0054
759545,534500,199500,61.63129
759546,535500,199500,65.82428
759547,536500,199500,63.41
759548,537500,199500,60.0643
760227,526500,198500,42.7162
760228,527500,198500,36.91829
760229,528500,198500,35.30402
760230,529500,198500,34.81768
760231,530500,198500,36.57813
760232,531500,198500,38.92708
760233,532500,198500,42.05091
760234,533500,198500,47.62768
760235,534500,198500,51.09371
760236,535500,198500,56.85874
760237,536500,198500,55.16105
760238,537500,198500,55.39295
760915,524500,197500,40.87357
760916,525500,197500,42.2053
760917,526500,197500,40.82063
760918,527500,197500,40.07673
760919,528500,197500,38.25844
760920,529500,197500,38.08331
760921,530500,197500,40.56083
760922,531500,197500,44.51525
760923,532500,197500,47.48152
760924,533500,197500,50.27915
760925,534500,197500,50.56953
760926,535500,197500,50.87877
760927,536500,197500,46.92739
760928,537500,197500,40.81847
761602,521500,196500,44.96526
761603,522500,196500,42.85113
761604,523500,196500,42.62866
761605,524500,196500,44.70495
761606,525500,196500,47.18636
761607,526500,196500,46.45244
761608,527500,196500,45.77743
761609,528500,196500,43.48586
761610,529500,196500,42.81235
761611,530500,196500,44.31968
761612,531500,196500,47.62524
761613,532500,196500,51.12787
761614,533500,196500,54.58543
761615,534500,196500,54.8103
761616,535500,196500,54.75788
761617,536500,196500,48.82068
761618,537500,196500,43.28924
762292,521500,195500,45.22047
762293,522500,195500,42.23804
762294,523500,195500,42.94262
762295,524500,195500,45.01069
762296,525500,195500,48.57849
762297,526500,195500,48.5553
762298,527500,195500,49.37436
762299,528500,195500,47.65711
762300,529500,195500,47.12328
762301,530500,195500,47.5128
762302,531500,195500,48.98696
762303,532500,195500,52.50598
762304,533500,195500,55.53238
762305,534500,195500,55.81866
762306,535500,195500,53.77272
762307,536500,195500,49.27847
762308,537500,195500,45.01307
762309,538500,195500,42.16623
762977,516500,194500,52.63366
762980,519500,194500,50.66374
762981,520500,194500,49.99054
762982,521500,194500,47.09139
762983,522500,194500,41.1475
762984,523500,194500,40.64262
762985,524500,194500,42.20974
762986,525500,194500,46.99178
762987,526500,194500,49.65378
762988,527500,194500,51.20618
762989,528500,194500,50.21485
762990,529500,194500,49.55581
762991,530500,194500,50.58085
762992,531500,194500,50.86233
762993,532500,194500,53.95193
762994,533500,194500,55.45868
762995,534500,194500,57.19559
762996,535500,194500,53.46317
762997,536500,194500,50.39951
762998,537500,194500,47.20361
762999,538500,194500,46.96458
763000,539500,194500,45.24219
763014,553500,194500,51.36619
763655,504500,193500,49.52238
763666,515500,193500,46.33457
763667,516500,193500,49.03729
763668,517500,193500,50.46103
763669,518500,193500,51.20716
763670,519500,193500,55.16178
763671,520500,193500,55.41608
763672,521500,193500,52.1386
763673,522500,193500,44.88313
763674,523500,193500,42.49976
763675,524500,193500,42.72533
763676,525500,193500,47.99046
763677,526500,193500,51.44925
763678,527500,193500,54.23866
763679,528500,193500,54.16581
763680,529500,193500,54.90418
763681,530500,193500,57.36902
763682,531500,193500,58.50789
763683,532500,193500,61.7489
763684,533500,193500,62.55724
763685,534500,193500,64.1316
763686,535500,193500,58.38595
763687,536500,193500,55.30273
763688,537500,193500,51.32502
763689,538500,193500,51.99622
763690,539500,193500,49.61225
763691,540500,193500,46.91526
763698,547500,193500,34.9329
763699,548500,193500,32.77311
763700,549500,193500,32.10845
763701,550500,193500,33.13936
763702,551500,193500,33.22481
763703,552500,193500,35.87411
763704,553500,193500,45.43671
763705,554500,193500,54.48693
763706,555500,193500,63.56667
764345,504500,192500,40.16859
764346,505500,192500,38.64802
764354,513500,192500,45.17353
764355,514500,192500,45.73601
764356,515500,192500,46.35409
764357,516500,192500,47.89087
764358,517500,192500,48.34818
764359,518500,192500,51.7495
764360,519500,192500,56.27962
764361,520500,192500,58.18501
764362,521500,192500,55.02752
764363,522500,192500,48.89774
764364,523500,192500,46.42413
764365,524500,192500,47.32835
764366,525500,192500,52.30972
764367,526500,192500,55.00843
764368,527500,192500,56.9119
764369,528500,192500,56.19819
764370,529500,192500,56.93344
764371,530500,192500,58.06753
764372,531500,192500,58.99931
764373,532500,192500,60.34193
764374,533500,192500,62.02908
764375,534500,192500,63.45351
764376,535500,192500,61.50283
764377,536500,192500,58.26437
