ukgridcode,x,y,nox2010
758850,529500,200500,50.90523
758851,530500,200500,52.31081
758852,531500,200500,51.19361
758853,532500,200500,58.8139
759538,527500,199500,33.23674
759539,528500,199500,32.00973
759540,529500,199500,31.73958
759541,530500,199500,30.91856
759542,531500,199500,31.37458
759543,532500,199500,31.48448
759544,533500,199500,32.73455
759545,534500,199500,48.69376
759546,535500,199500,42.64576
759547,536500,199500,59.47998
759548,537500,199500,61.26877
760227,526500,198500,30.67016
760228,527500,198500,30.68952
760229,528500,198500,28.37333
760230,529500,198500,28.18436
760231,530500,198500,29.69166
760232,531500,198500,30.08269
760233,532500,198500,30.88705
760234,533500,198500,31.97157
760235,534500,198500,36.96494
760236,535500,198500,39.01902
760237,536500,198500,41.06832
760238,537500,198500,44.43192
760915,524500,197500,31.65941
760916,525500,197500,30.97326
760917,526500,197500,30.06089
760918,527500,197500,30.44122
760919,528500,197500,28.40208
760920,529500,197500,29.52252
760921,530500,197500,28.99987
760922,531500,197500,32.2296
760923,532500,197500,34.77893
760924,533500,197500,35.29374
760925,534500,197500,38.92512
760926,535500,197500,41.78671
760927,536500,197500,48.65051
760928,537500,197500,37.84072
761602,521500,196500,37.68299
761603,522500,196500,30.78823
761604,523500,196500,34.12646
761605,524500,196500,39.24294
761606,525500,196500,34.71627
761607,526500,196500,37.55276
761608,527500,196500,33.36706
761609,528500,196500,31.59617
761610,529500,196500,31.04991
761611,530500,196500,32.37069
761612,531500,196500,33.75691
761613,532500,196500,39.00647
761614,533500,196500,39.86143
761615,534500,196500,46.11404
761616,535500,196500,47.28179
761617,536500,196500,77.71199
761618,537500,196500,44.53063
762292,521500,195500,34.85715
762293,522500,195500,31.73374
762294,523500,195500,31.88069
762295,524500,195500,32.91208
762296,525500,195500,36.79646
762297,526500,195500,37.11816
762298,527500,195500,35.31443
762299,528500,195500,36.25289
762300,529500,195500,34.27563
762301,530500,195500,33.61488
762302,531500,195500,34.15254
762303,532500,195500,36.08797
762304,533500,195500,38.6819
762305,534500,195500,44.10991
762306,535500,195500,44.90464
762307,536500,195500,54.81454
762308,537500,195500,47.98512
762309,538500,195500,34.46854
762977,516500,194500,40.04629
762980,519500,194500,43.67004
762981,520500,194500,42.41683
762982,521500,194500,33.42184
762983,522500,194500,31.68337
