ukgridcode,x,y,nox2009
758850,529500,200500,44.0538
758851,530500,200500,45.09947
758852,531500,200500,44.34199
758853,532500,200500,50.61875
759538,527500,199500,30.7293
759539,528500,199500,29.78872
759540,529500,199500,29.57364
759541,530500,199500,29.05795
759542,531500,199500,29.7343
759543,532500,199500,29.95693
759544,533500,199500,31.07941
759545,534500,199500,43.74063
759546,535500,199500,40.53259
759547,536500,199500,51.17763
759548,537500,199500,52.15091
760227,526500,198500,30.09423
760228,527500,198500,30.37102
760229,528500,198500,28.52451
760230,529500,198500,28.44491
760231,530500,198500,29.86282
760232,531500,198500,30.55432
760233,532500,198500,32.24829
760234,533500,198500,33.25834
760235,534500,198500,37.8029
760236,535500,198500,39.81936
760237,536500,198500,41.15393
760238,537500,198500,44.74763
760915,524500,197500,32.08606
760916,525500,197500,31.60898
760917,526500,197500,31.26961
760918,527500,197500,31.67131
760919,528500,197500,29.90925
760920,529500,197500,30.94209
760921,530500,197500,30.61386
760922,531500,197500,34.27248
760923,532500,197500,37.27738
760924,533500,197500,38.17308
760925,534500,197500,41.63886
760926,535500,197500,43.46167
760927,536500,197500,49.46638
760928,537500,197500,40.69082
761602,521500,196500,36.42114
761603,522500,196500,31.11806
761604,523500,196500,34.46654
761605,524500,196500,38.94377
761606,525500,196500,35.82426
761607,526500,196500,38.02393
761608,527500,196500,35.63833
761609,528500,196500,33.90207
761610,529500,196500,33.58293
761611,530500,196500,35.0668
761612,531500,196500,36.3194
761613,532500,196500,40.62115
761614,533500,196500,42.06237
761615,534500,196500,46.6204
761616,535500,196500,47.54791
761617,536500,196500,70.15615
761618,537500,196500,43.61909
762292,521500,195500,34.85482
762293,522500,195500,32.60057
762294,523500,195500,33.16206
762295,524500,195500,34.18999
762296,525500,195500,37.34208
762297,526500,195500,38.53596
762298,527500,195500,37.9228
762299,528500,195500,38.87573
762300,529500,195500,38.09236
762301,530500,195500,37.51566
762302,531500,195500,37.99817
762303,532500,195500,39.59533
762304,533500,195500,42.38272
762305,534500,195500,46.08524
762306,535500,195500,46.12873
762307,536500,195500,52.27052
762308,537500,195500,48.52845
762309,538500,195500,36.92912
762977,516500,194500,36.62364
762980,519500,194500,40.88173
762981,520500,194500,41.65361
762982,521500,194500,34.90973
762983,522500,194500,33.29287
762984,523500,194500,32.85431
762985,524500,194500,33.73645
762986,525500,194500,34.57086
762987,526500,194500,39.75401
762988,527500,194500,38.44967
762989,528500,194500,39.854
762990,529500,194500,42.76532
762991,530500,194500,39.42218
762992,531500,194500,42.37537
762993,532500,194500,43.78473
762994,533500,194500,46.38267
762995,534500,194500,45.81158
762996,535500,194500,47.01608
762997,536500,194500,41.25384
762998,537500,194500,42.65334
762999,538500,194500,42.804
763000,539500,194500,39.54224
763014,553500,194500,29.03947
763655,504500,193500,26.60677
763666,515500,193500,31.04317
763667,516500,193500,32.05945
763668,517500,193500,34.32867
763669,518500,193500,36.36349
763670,519500,193500,39.86731
763671,520500,193500,48.14997
763672,521500,193500,40.11393
763673,522500,193500,36.45387
763674,523500,193500,33.63719
763675,524500,193500,33.84733
763676,525500,193500,37.44841
763677,526500,193500,42.63071
763678,527500,193500,43.29426
763679,528500,193500,40.78735
763680,529500,193500,42.97235
763681,530500,193500,44.66255
763682,531500,193500,46.85732
763683,532500,193500,46.58285
763684,533500,193500,47.3234
763685,534500,193500,49.18792
763686,535500,193500,50.8548
763687,536500,193500,45.9824
763688,537500,193500,45.30084
763689,538500,193500,44.34881
763690,539500,193500,41.51042
763691,540500,193500,41.31673
763698,547500,193500,29.89535
763699,548500,193500,28.18204
763700,549500,193500,26.57613
763701,550500,193500,26.00303
763702,551500,193500,26.35353
763703,552500,193500,25.97424
763704,553500,193500,27.04913
763705,554500,193500,28.52994
763706,555500,193500,45.69539
764345,504500,192500,24.83478
764346,505500,192500,24.25258
764354,513500,192500,31.0166
764355,514500,192500,31.07602
764356,515500,192500,31.90674
764357,516500,192500,36.61959
764358,517500,192500,38.57324
764359,518500,192500,40.58387
764360,519500,192500,44.96684
764361,520500,192500,51.21272
764362,521500,192500,49.63605
764363,522500,192500,39.99145
764364,523500,192500,37.33628
764365,524500,192500,37.20283
764366,525500,192500,40.33667
764367,526500,192500,44.78703
764368,527500,192500,44.06641
764369,528500,192500,46.91509
764370,529500,192500,48.71805
764371,530500,192500,50.17701
764372,531500,192500,51.21983
764373,532500,192500,56.91816
764374,533500,192500,54.81014
764375,534500,192500,56.77173
764376,535500,192500,69.99792
764377,536500,192500,56.17007
764378,537500,192500,49.67005
764379,538500,192500,45.6125
764380,539500,192500,43.69358
764381,540500,192500,44.61674
764382,541500,192500,44.1937
764386,545500,192500,35.91371
764387,546500,192500,34.90203
764388,547500,192500,37.36318
764389,548500,192500,29.78627
764390,549500,192500,29.02022
764391,550500,192500,28.86706
764392,551500,192500,27.65273
764393,552500,192500,27.37911
764394,553500,192500,30.99332
764395,554500,192500,31.03718
764396,555500,192500,31.33335
764397,556500,192500,49.10237
765035,504500,191500,25.19163
765036,505500,191500,24.95509
765037,506500,191500,25.09676
765038,507500,191500,26.23364
765039,508500,191500,29.97945
765040,509500,191500,32.63568
765041,510500,191500,30.98016
765042,511500,191500,30.32248
765043,512500,191500,34.38659
765044,513500,191500,35.54817
765045,514500,191500,35.57236
765046,515500,191500,39.27055
765047,516500,191500,38.12018
765048,517500,191500,40.77534
765049,518500,191500,40.16236
765050,519500,191500,45.12391
765051,520500,191500,45.30478
765052,521500,191500,51.4494
765053,522500,191500,43.07872
765054,523500,191500,41.69584
765055,524500,191500,42.66749
765056,525500,191500,45.20932
765057,526500,191500,48.09053
765058,527500,191500,48.96197
765059,528500,191500,49.71094
765060,529500,191500,43.94763
765061,530500,191500,46.3842
765062,531500,191500,42.99007
765063,532500,191500,45.65124
765064,533500,191500,48.81564
765065,534500,191500,49.9004
765066,535500,191500,47.91835
765067,536500,191500,53.1706
765068,537500,191500,53.57211
765069,538500,191500,50.20937
765070,539500,191500,48.7709
765071,540500,191500,50.80138
765072,541500,191500,54.05642
765073,542500,191500,44.83141
765074,543500,191500,40.24518
765075,544500,191500,41.75151
765076,545500,191500,36.49055
765077,546500,191500,33.58136
765078,547500,191500,31.80436
765079,548500,191500,31.14625
765080,549500,191500,32.66181
765081,550500,191500,33.46114
765082,551500,191500,31.22264
765083,552500,191500,30.49654
765084,553500,191500,35.86828
765085,554500,191500,37.0247
765086,555500,191500,35.66294
765087,556500,191500,31.0907
765725,504500,190500,25.66738
765726,505500,190500,27.42204
765727,506500,190500,25.24606
765728,507500,190500,26.2858
765729,508500,190500,27.16391
765730,509500,190500,31.32599
765731,510500,190500,34.58534
765732,511500,190500,34.42861
765733,512500,190500,35.53407
765734,513500,190500,35.78983
765735,514500,190500,41.82491
765736,515500,190500,47.2617
765737,516500,190500,43.22249
765738,517500,190500,42.76553
765739,518500,190500,43.03198
765740,519500,190500,44.15376
765741,520500,190500,44.91435
765742,521500,190500,47.76487
765743,522500,190500,52.56172
765744,523500,190500,46.46629
765745,524500,190500,48.15741
765746,525500,190500,51.28707
765747,526500,190500,52.62982
765748,527500,190500,38.85417
765749,528500,190500,42.36425
765750,529500,190500,43.62557
765751,530500,190500,49.67697
765752,531500,190500,50.734
765753,532500,190500,50.58321
765754,533500,190500,52.67003
765755,534500,190500,51.24158
765756,535500,190500,53.58934
765757,536500,190500,52.38172
765758,537500,190500,54.62815
765759,538500,190500,59.32502
765760,539500,190500,57.61982
765761,540500,190500,61.79102
765762,541500,190500,60.71767
765763,542500,190500,45.66364
765764,543500,190500,42.3336
765765,544500,190500,40.74813
765766,545500,190500,35.84858
765767,546500,190500,33.74342
765768,547500,190500,32.48642
765769,548500,190500,33.13461
765770,549500,190500,34.08939
765771,550500,190500,36.50201
765772,551500,190500,37.02828
765773,552500,190500,35.32796
765774,553500,190500,38.23792
765775,554500,190500,34.91232
765776,555500,190500,30.45515
765777,556500,190500,29.56208
766415,504500,189500,25.57345
766416,505500,189500,26.23623
766417,506500,189500,25.59278
766418,507500,189500,26.0412
766419,508500,189500,27.49057
766420,509500,189500,29.29059
766421,510500,189500,33.46333
766422,511500,189500,35.11005
766423,512500,189500,35.82349
766424,513500,189500,38.7822
766425,514500,189500,63.08126
766426,515500,189500,49.46968
766427,516500,189500,49.87005
766428,517500,189500,44.02704
766429,518500,189500,44.4015
766430,519500,189500,43.95131
766431,520500,189500,46.92241
766432,521500,189500,53.95383
766433,522500,189500,55.00198
766434,523500,189500,54.55234
766435,524500,189500,57.94809
766436,525500,189500,55.86414
766437,526500,189500,50.6068
766438,527500,189500,51.55774
766439,528500,189500,45.25634
766440,529500,189500,44.8876
766441,530500,189500,47.57461
766442,531500,189500,53.99154
766443,532500,189500,51.01567
766444,533500,189500,55.75751
766445,534500,189500,53.308
766446,535500,189500,54.61754
766447,536500,189500,54.56302
766448,537500,189500,56.35577
766449,538500,189500,53.9606
766450,539500,189500,50.54515
766451,540500,189500,52.11139
766452,541500,189500,55.2429
766453,542500,189500,48.41755
766454,543500,189500,45.11437
766455,544500,189500,42.85131
766456,545500,189500,38.26453
766457,546500,189500,38.23337
766458,547500,189500,39.19241
766459,548500,189500,38.11262
766460,549500,189500,37.26432
766461,550500,189500,42.50646
766462,551500,189500,41.05975
766463,552500,189500,38.21407
766464,553500,189500,34.98676
766465,554500,189500,34.9011
766466,555500,189500,31.46262
766467,556500,189500,30.2047
766468,557500,189500,40.45578
767105,504500,188500,27.52272
767106,505500,188500,27.46902
767107,506500,188500,26.49136
767108,507500,188500,27.64042
767109,508500,188500,31.47959
767110,509500,188500,31.6165
767111,510500,188500,35.73002
767112,511500,188500,36.45466
767113,512500,188500,37.66446
767114,513500,188500,41.2814
767115,514500,188500,43.61658
767116,515500,188500,50.55672
767117,516500,188500,45.72283
767118,517500,188500,44.16897
767119,518500,188500,44.36243
767120,519500,188500,44.8746
767121,520500,188500,45.9565
767122,521500,188500,50.47967
767123,522500,188500,58.7929
767124,523500,188500,60.70295
767125,524500,188500,58.17445
767126,525500,188500,50.74154
767127,526500,188500,49.68447
767128,527500,188500,43.81133
767129,528500,188500,44.97953
767130,529500,188500,46.00874
767131,530500,188500,51.59394
767132,531500,188500,52.64157
767133,532500,188500,52.53307
767134,533500,188500,59.62577
767135,534500,188500,56.44054
767136,535500,188500,51.4851
767137,536500,188500,55.1042
767138,537500,188500,58.9437
767139,538500,188500,58.87398
767140,539500,188500,52.75131
767141,540500,188500,54.72098
767142,541500,188500,56.75102
767143,542500,188500,50.76391
767144,543500,188500,50.52705
