ukgridcode,x,y,nox2008
758850,529500,200500,43.95616
758851,530500,200500,45.06704
758852,531500,200500,44.24634
758853,532500,200500,47.9939
759538,527500,199500,28.7178
759539,528500,199500,27.45317
759540,529500,199500,27.12373
759541,530500,199500,26.63724
759542,531500,199500,27.36422
759543,532500,199500,27.50494
759544,533500,199500,28.79966
759545,534500,199500,42.51827
759546,535500,199500,39.79296
759547,536500,199500,53.39615
759548,537500,199500,54.42085
760227,526500,198500,28.09823
760228,527500,198500,28.10237
760229,528500,198500,26.07405
760230,529500,198500,25.93755
760231,530500,198500,27.61404
760232,531500,198500,28.4387
760233,532500,198500,29.94298
760234,533500,198500,30.68344
760235,534500,198500,35.09076
760236,535500,198500,37.4993
760237,536500,198500,39.89275
760238,537500,198500,39.99633
760915,524500,197500,29.97983
760916,525500,197500,29.42096
760917,526500,197500,28.86086
760918,527500,197500,29.42414
760919,528500,197500,27.34417
760920,529500,197500,28.32383
760921,530500,197500,28.04285
760922,531500,197500,32.27999
760923,532500,197500,35.36025
760924,533500,197500,36.02228
760925,534500,197500,39.16701
760926,535500,197500,41.41373
760927,536500,197500,49.3528
760928,537500,197500,37.44444
761602,521500,196500,34.46177
761603,522500,196500,28.92362
761604,523500,196500,33.02797
761605,524500,196500,37.87121
761606,525500,196500,34.15804
761607,526500,196500,36.24174
761608,527500,196500,33.58904
761609,528500,196500,31.49234
761610,529500,196500,31.00626
761611,530500,196500,32.64899
761612,531500,196500,33.95066
761613,532500,196500,38.61539
761614,533500,196500,39.94569
761615,534500,196500,44.63519
761616,535500,196500,45.8853
761617,536500,196500,64.29001
761618,537500,196500,39.45639
762292,521500,195500,32.47939
762293,522500,195500,30.00057
762294,523500,195500,30.69081
762295,524500,195500,31.91611
762296,525500,195500,35.7726
762297,526500,195500,36.65006
762298,527500,195500,36.00226
762299,528500,195500,36.93127
762300,529500,195500,35.5899
762301,530500,195500,34.68414
762302,531500,195500,35.10302
762303,532500,195500,36.64336
762304,533500,195500,39.59967
762305,534500,195500,43.47813
762306,535500,195500,43.45238
762307,536500,195500,49.78979
762308,537500,195500,42.55126
762309,538500,195500,33.6426
762977,516500,194500,36.52504
762980,519500,194500,38.47785
762981,520500,194500,38.72207
762982,521500,194500,32.06689
762983,522500,194500,30.51929
762984,523500,194500,29.99511
762985,524500,194500,31.00642
762986,525500,194500,32.02022
762987,526500,194500,37.91093
762988,527500,194500,36.089
762989,528500,194500,37.74709
762990,529500,194500,40.6129
762991,530500,194500,36.69779
762992,531500,194500,39.80567
762993,532500,194500,41.2565
762994,533500,194500,43.76655
762995,534500,194500,43.0465
762996,535500,194500,44.07418
762997,536500,194500,37.70455
762998,537500,194500,40.22582
762999,538500,194500,40.58221
763000,539500,194500,37.05685
763014,553500,194500,30.18805
763655,504500,193500,25.91844
763666,515500,193500,29.37024
763667,516500,193500,29.98562
763668,517500,193500,32.46184
763669,518500,193500,34.07852
763670,519500,193500,37.78376
763671,520500,193500,45.83215
763672,521500,193500,37.49153
763673,522500,193500,33.67284
763674,523500,193500,30.63803
763675,524500,193500,30.90403
763676,525500,193500,34.93472
763677,526500,193500,40.6161
763678,527500,193500,41.24691
763679,528500,193500,38.14938
763680,529500,193500,40.52222
763681,530500,193500,42.53007
763682,531500,193500,44.93356
763683,532500,193500,44.21907
763684,533500,193500,44.97403
763685,534500,193500,46.43673
763686,535500,193500,46.94852
763687,536500,193500,42.21132
763688,537500,193500,42.98407
763689,538500,193500,42.32991
763690,539500,193500,39.17121
763691,540500,193500,39.12471
763698,547500,193500,28.41482
763699,548500,193500,26.88889
763700,549500,193500,25.26727
763701,550500,193500,24.95917
763702,551500,193500,25.53787
763703,552500,193500,25.12581
763704,553500,193500,26.46609
763705,554500,193500,28.94643
