ukgridcode,x,y,nox2006
758850,529500,200500,35.49844
758851,530500,200500,35.65006
758852,531500,200500,35.72624
758853,532500,200500,36.15838
759538,527500,199500,38.14354
759539,528500,199500,36.99039
759540,529500,199500,37.00797
759541,530500,199500,37.3132
759542,531500,199500,37.92557
759543,532500,199500,38.60916
759544,533500,199500,40.83939
759545,534500,199500,44.40484
759546,535500,199500,47.6437
759547,536500,199500,47.60995
759548,537500,199500,45.69085
760227,526500,198500,33.08371
760228,527500,198500,29.74672
760229,528500,198500,28.67681
760230,529500,198500,28.43098
760231,530500,198500,29.65712
760232,531500,198500,31.32673
760233,532500,198500,32.81847
760234,533500,198500,36.5514
760235,534500,198500,39.54848
760236,535500,198500,44.84589
760237,536500,198500,45.63419
760238,537500,198500,45.06762
760915,524500,197500,32.46221
760916,525500,197500,33.43998
760917,526500,197500,32.97689
760918,527500,197500,32.27458
760919,528500,197500,31.35865
760920,529500,197500,31.10322
760921,530500,197500,32.95364
760922,531500,197500,35.46022
760923,532500,197500,37.55106
760924,533500,197500,41.57044
760925,534500,197500,43.25958
760926,535500,197500,47.12609
760927,536500,197500,45.89987
760928,537500,197500,39.4381
761602,521500,196500,33.8591
761603,522500,196500,33.29308
761604,523500,196500,33.95033
761605,524500,196500,35.96426
761606,525500,196500,37.39524
761607,526500,196500,37.37275
761608,527500,196500,36.86865
761609,528500,196500,36.03886
761610,529500,196500,35.51092
761611,530500,196500,36.92203
761612,531500,196500,38.9069
761613,532500,196500,41.2015
761614,533500,196500,45.32913
761615,534500,196500,47.00343
761616,535500,196500,51.53649
761617,536500,196500,49.06778
761618,537500,196500,41.78486
762292,521500,195500,34.70496
762293,522500,195500,33.78665
762294,523500,195500,34.83175
762295,524500,195500,36.81087
762296,525500,195500,38.94466
762297,526500,195500,39.68832
762298,527500,195500,40.34968
762299,528500,195500,39.98811
762300,529500,195500,39.51654
762301,530500,195500,40.05811
762302,531500,195500,40.80482
762303,532500,195500,43.12156
762304,533500,195500,47.22643
762305,534500,195500,49.03297
762306,535500,195500,51.48793
762307,536500,195500,47.11955
762308,537500,195500,42.95482
762309,538500,195500,37.4442
762977,516500,194500,39.81641
762980,519500,194500,38.77351
762981,520500,194500,38.65309
762982,521500,194500,36.71146
762983,522500,194500,33.79436
762984,523500,194500,33.84813
762985,524500,194500,35.5582
762986,525500,194500,38.81351
762987,526500,194500,41.20154
762988,527500,194500,42.35776
762989,528500,194500,42.23567
762990,529500,194500,42.04523
762991,530500,194500,42.94714
762992,531500,194500,43.1243
762993,532500,194500,44.86128
762994,533500,194500,46.31795
762995,534500,194500,48.07819
762996,535500,194500,47.44143
762997,536500,194500,45.4757
762998,537500,194500,42.86315
762999,538500,194500,40.97138
763000,539500,194500,38.91418
763014,553500,194500,36.33345
763655,504500,193500,31.76447
763666,515500,193500,35.27465
763667,516500,193500,37.1696
763668,517500,193500,38.58859
763669,518500,193500,40.11584
763670,519500,193500,42.81458
763671,520500,193500,43.24474
763672,521500,193500,40.72394
763673,522500,193500,36.28621
763674,523500,193500,34.95443
763675,524500,193500,36.02121
763676,525500,193500,39.62394
763677,526500,193500,42.41058
763678,527500,193500,44.28871
763679,528500,193500,44.65463
763680,529500,193500,45.39486
763681,530500,193500,47.12104
763682,531500,193500,49.98779
763683,532500,193500,51.92191
763684,533500,193500,52.98388
763685,534500,193500,53.05284
763686,535500,193500,50.74323
763687,536500,193500,48.64891
763688,537500,193500,45.27971
763689,538500,193500,44.39508
763690,539500,193500,42.56652
763691,540500,193500,40.91617
763698,547500,193500,31.47598
763699,548500,193500,29.56938
763700,549500,193500,28.23839
763701,550500,193500,28.39202
763702,551500,193500,28.01956
763703,552500,193500,29.41857
763704,553500,193500,34.52779
763705,554500,193500,38.91492
763706,555500,193500,42.95261
764345,504500,192500,27.24846
764346,505500,192500,26.88357
764354,513500,192500,34.51625
764355,514500,192500,35.24113
764356,515500,192500,36.35259
764357,516500,192500,38.1594
764358,517500,192500,39.25419
764359,518500,192500,41.95185
764360,519500,192500,45.12418
764361,520500,192500,46.56417
764362,521500,192500,44.24319
764363,522500,192500,39.99366
764364,523500,192500,37.72588
764365,524500,192500,39.23541
764366,525500,192500,42.69859
764367,526500,192500,45.75742
764368,527500,192500,47.2019
764369,528500,192500,47.21256
764370,529500,192500,48.45662
764371,530500,192500,49.31421
764372,531500,192500,52.14948
764373,532500,192500,53.17857
764374,533500,192500,54.63541
764375,534500,192500,54.33432
764376,535500,192500,53.15026
764377,536500,192500,51.56293
764378,537500,192500,48.39486
764379,538500,192500,46.28214
764380,539500,192500,44.63947
764381,540500,192500,44.90147
764382,541500,192500,45.24287
764386,545500,192500,36.5319
764387,546500,192500,34.91338
