ukgridcode,x,y,nox2013
758850,529500,200500,36.69101
758851,530500,200500,37.23794
758852,531500,200500,36.58346
758853,532500,200500,40.4381
759538,527500,199500,26.80665
759539,528500,199500,25.84227
759540,529500,199500,25.66143
759541,530500,199500,24.97501
759542,531500,199500,25.613
759543,532500,199500,25.46836
759544,533500,199500,26.47758
759545,534500,199500,37.23792
759546,535500,199500,34.54738
759547,536500,199500,41.32917
759548,537500,199500,41.62699
760227,526500,198500,27.0773
760228,527500,198500,26.82486
760229,528500,198500,24.78413
760230,529500,198500,24.57357
760231,530500,198500,25.97709
760232,531500,198500,26.12708
760233,532500,198500,26.99586
760234,533500,198500,27.8099
760235,534500,198500,32.53912
760236,535500,198500,32.66029
760237,536500,198500,33.08147
760238,537500,198500,34.32712
760915,524500,197500,27.90864
760916,525500,197500,26.72694
760917,526500,197500,27.83558
760918,527500,197500,28.60465
760919,528500,197500,25.87955
760920,529500,197500,25.70748
760921,530500,197500,26.00231
760922,531500,197500,29.57632
760923,532500,197500,31.07058
760924,533500,197500,31.57286
760925,534500,197500,35.24624
760926,535500,197500,34.49247
760927,536500,197500,39.81515
760928,537500,197500,30.19749
761602,521500,196500,32.37072
761603,522500,196500,27.67696
761604,523500,196500,30.88163
761605,524500,196500,33.81276
761606,525500,196500,30.18344
761607,526500,196500,33.43924
761608,527500,196500,31.02159
761609,528500,196500,30.09979
761610,529500,196500,29.17362
761611,530500,196500,30.144
761612,531500,196500,31.10166
761613,532500,196500,35.40118
761614,533500,196500,36.13851
761615,534500,196500,39.00774
761616,535500,196500,37.36447
761617,536500,196500,40.75691
761618,537500,196500,31.9197
762292,521500,195500,31.0871
762293,522500,195500,28.81386
762294,523500,195500,29.25244
762295,524500,195500,29.91412
762296,525500,195500,33.59227
762297,526500,195500,34.39006
762298,527500,195500,33.12767
762299,528500,195500,34.13092
762300,529500,195500,32.37821
762301,530500,195500,31.49732
762302,531500,195500,31.84484
762303,532500,195500,33.57579
762304,533500,195500,35.37036
762305,534500,195500,39.40524
762306,535500,195500,37.08683
762307,536500,195500,37.93599
762308,537500,195500,37.37211
762309,538500,195500,29.45141
762977,516500,194500,34.03943
762980,519500,194500,37.40621
762981,520500,194500,37.56106
762982,521500,194500,31.15231
762983,522500,194500,29.90388
762984,523500,194500,29.58063
762985,524500,194500,30.38775
762986,525500,194500,30.68888
762987,526500,194500,35.26426
762988,527500,194500,34.19864
762989,528500,194500,34.79649
762990,529500,194500,36.85904
762991,530500,194500,33.3661
762992,531500,194500,35.55539
762993,532500,194500,38.22977
762994,533500,194500,40.70769
762995,534500,194500,38.01737
762996,535500,194500,39.58471
762997,536500,194500,33.84459
762998,537500,194500,35.93391
762999,538500,194500,35.10484
763000,539500,194500,32.25398
763014,553500,194500,23.22023
763655,504500,193500,25.45179
763666,515500,193500,28.52677
763667,516500,193500,28.98405
763668,517500,193500,30.67711
763669,518500,193500,32.26235
763670,519500,193500,33.80264
763671,520500,193500,45.69044
763672,521500,193500,36.05095
763673,522500,193500,32.99101
763674,523500,193500,30.01187
763675,524500,193500,30.19863
763676,525500,193500,32.91419
763677,526500,193500,38.13755
763678,527500,193500,38.79857
763679,528500,193500,35.84524
763680,529500,193500,37.74865
763681,530500,193500,38.10238
763682,531500,193500,40.13722
763683,532500,193500,39.70868
763684,533500,193500,41.07174
763685,534500,193500,42.13509
763686,535500,193500,44.76697
763687,536500,193500,37.85177
763688,537500,193500,37.52327
763689,538500,193500,37.11122
763690,539500,193500,34.40631
763691,540500,193500,34.86333
763698,547500,193500,24.1598
763699,548500,193500,22.86148
763700,549500,193500,21.86469
763701,550500,193500,21.33351
763702,551500,193500,21.75648
763703,552500,193500,21.29679
763704,553500,193500,21.92841
763705,554500,193500,23.00366
763706,555500,193500,33.18407
764345,504500,192500,25.57465
764346,505500,192500,23.0028
764354,513500,192500,27.74046
764355,514500,192500,27.97478
764356,515500,192500,28.24996
764357,516500,192500,32.55926
764358,517500,192500,34.17815
764359,518500,192500,36.15039
764360,519500,192500,40.06043
764361,520500,192500,47.58184
764362,521500,192500,47.774
764363,522500,192500,36.65612
764364,523500,192500,33.72391
764365,524500,192500,32.88454
764366,525500,192500,35.15865
764367,526500,192500,39.12083
764368,527500,192500,39.01392
764369,528500,192500,43.35073
764370,529500,192500,43.4597
764371,530500,192500,43.99329
